,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,msa,city,state,clean_title
405,PRIREDCOU13820,2021-12-08,2021-12-08,"Housing Inventory: Price Reduced Count in Birmingham-Hoover, AL (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:25:28-06,1.0,1.0,The count of listings which have had their price reduced in a given market during the month.,"Birmingham-Hoover, AL",Birmingham,AL,Housing Inventory: Price Reduced Count
406,PRIREDCOUMM13820,2021-12-08,2021-12-08,"Housing Inventory: Price Reduced Count Month-Over-Month in Birmingham-Hoover, AL (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 16:58:36-06,1.0,1.0,The count of listings which have had their price reduced in a given market during the month.,"Birmingham-Hoover, AL",Birmingham,AL,Housing Inventory: Price Reduced Count Month-Over-Month
407,PRIREDCOUYY13820,2021-12-08,2021-12-08,"Housing Inventory: Price Reduced Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 16:56:27-06,1.0,1.0,The count of listings which have had their price reduced in a given market during the month.,"Birmingham-Hoover, AL",Birmingham,AL,Housing Inventory: Price Reduced Count Year-Over-Year
417,SMS01138200000000026,2021-12-08,2021-12-08,"All Employees: Total Nonfarm in Birmingham-Hoover, AL (MSA)",1990-04-01,2021-10-01,Monthly,M,"3-Month Average Change, Thousands of Persons","3-month Average Chg., Thous. of Persons",Seasonally Adjusted,SA,2021-11-19 15:45:22-06,1.0,4.0,,"Birmingham-Hoover, AL",Birmingham,AL,All Employees: Total Nonfarm
418,SMU01138200000000001A,2021-12-08,2021-12-08,"All Employees: Total Nonfarm in Birmingham-Hoover, AL (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:46:23-05,2.0,4.0,,"Birmingham-Hoover, AL",Birmingham,AL,All Employees: Total Nonfarm
419,SMU01138200500000001,2021-12-08,2021-12-08,"All Employees: Total Private in Birmingham-Hoover, AL (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:39:58-06,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,All Employees: Total Private
420,SMU01138200500000001A,2021-12-08,2021-12-08,"All Employees: Total Private in Birmingham-Hoover, AL (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:46:23-05,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,All Employees: Total Private
421,SMU01138200500000001SA,2021-12-08,2021-12-08,"All Employees: Total Private in Birmingham-Hoover, AL (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:55:52-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU01138200500000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Birmingham-Hoover, AL",Birmingham,AL,All Employees: Total Private
422,SMU01138200500000002,2021-12-08,2021-12-08,"Average Weekly Hours of All Employees: Total Private in Birmingham-Hoover, AL (MSA)",2007-01-01,2021-10-01,Monthly,M,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2021-11-19 15:39:58-06,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,Average Weekly Hours of All Employees: Total Private
423,SMU01138200500000002A,2021-12-08,2021-12-08,"Average Weekly Hours of All Employees: Total Private in Birmingham-Hoover, AL (MSA)",2007-01-01,2020-01-01,Annual,A,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2021-03-15 17:46:22-05,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,Average Weekly Hours of All Employees: Total Private
424,SMU01138200500000002SA,2021-12-08,2021-12-08,"Average Weekly Hours of All Employees: Total Private in Birmingham-Hoover, AL (MSA)",2007-01-01,2021-10-01,Monthly,M,Hours per Week,Hours per Week,Seasonally Adjusted,SA,2021-11-19 16:55:52-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU01138200500000002).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Birmingham-Hoover, AL",Birmingham,AL,Average Weekly Hours of All Employees: Total Private
425,SMU01138200500000003,2021-12-08,2021-12-08,"Average Hourly Earnings of All Employees: Total Private in Birmingham-Hoover, AL (MSA)",2007-01-01,2021-10-01,Monthly,M,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2021-11-19 15:39:58-06,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,Average Hourly Earnings of All Employees: Total Private
426,SMU01138200500000003A,2021-12-08,2021-12-08,"Average Hourly Earnings of All Employees: Total Private in Birmingham-Hoover, AL (MSA)",2007-01-01,2020-01-01,Annual,A,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2021-03-15 17:46:22-05,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,Average Hourly Earnings of All Employees: Total Private
427,SMU01138200500000003SA,2021-12-08,2021-12-08,"Average Hourly Earnings of All Employees: Total Private in Birmingham-Hoover, AL (MSA)",2007-01-01,2021-10-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2021-11-19 16:55:52-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU01138200500000003).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Birmingham-Hoover, AL",Birmingham,AL,Average Hourly Earnings of All Employees: Total Private
428,SMU01138200500000011,2021-12-08,2021-12-08,"Average Weekly Earnings of All Employees: Total Private in Birmingham-Hoover, AL (MSA)",2007-01-01,2021-10-01,Monthly,M,Dollars per Week,$ per Week,Not Seasonally Adjusted,NSA,2021-11-19 15:39:58-06,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,Average Weekly Earnings of All Employees: Total Private
429,SMU01138200500000011A,2021-12-08,2021-12-08,"Average Weekly Earnings of All Employees: Total Private in Birmingham-Hoover, AL (MSA)",2007-01-01,2020-01-01,Annual,A,Dollars per Week,$ per Week,Not Seasonally Adjusted,NSA,2021-03-15 17:46:22-05,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,Average Weekly Earnings of All Employees: Total Private
430,SMU01138200500000011SA,2021-12-08,2021-12-08,"Average Weekly Earnings of All Employees: Total Private in Birmingham-Hoover, AL (MSA)",2007-01-01,2021-10-01,Monthly,M,Dollars per Week,$ per Week,Seasonally Adjusted,SA,2021-11-19 16:55:52-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU01138200500000011).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Birmingham-Hoover, AL",Birmingham,AL,Average Weekly Earnings of All Employees: Total Private
431,SMU01138200600000001,2021-12-08,2021-12-08,"All Employees: Goods Producing in Birmingham-Hoover, AL (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:39:58-06,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,All Employees: Goods Producing
432,SMU01138200600000001A,2021-12-08,2021-12-08,"All Employees: Goods Producing in Birmingham-Hoover, AL (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:46:22-05,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,All Employees: Goods Producing
433,SMU01138200600000001SA,2021-12-08,2021-12-08,"All Employees: Goods Producing in Birmingham-Hoover, AL (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:55:52-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU01138200600000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Birmingham-Hoover, AL",Birmingham,AL,All Employees: Goods Producing
434,SMU01138200700000001,2021-12-08,2021-12-08,"All Employees: Service-Providing in Birmingham-Hoover, AL (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:39:58-06,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,All Employees: Service-Providing
435,SMU01138200700000001A,2021-12-08,2021-12-08,"All Employees: Service-Providing in Birmingham-Hoover, AL (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:46:22-05,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,All Employees: Service-Providing
436,SMU01138200700000001SA,2021-12-08,2021-12-08,"All Employees: Service-Providing in Birmingham-Hoover, AL (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:55:52-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU01138200700000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Birmingham-Hoover, AL",Birmingham,AL,All Employees: Service-Providing
437,SMU01138200800000001,2021-12-08,2021-12-08,"All Employees: Private Service Providing in Birmingham-Hoover, AL (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:39:57-06,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,All Employees: Private Service Providing
438,SMU01138200800000001A,2021-12-08,2021-12-08,"All Employees: Private Service Providing in Birmingham-Hoover, AL (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:46:22-05,1.0,1.0,,"Birmingham-Hoover, AL",Birmingham,AL,All Employees: Private Service Providing
439,SMU01138200800000001SA,2021-12-08,2021-12-08,"All Employees: Private Service Providing in Birmingham-Hoover, AL (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:55:51-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU01138200800000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Birmingham-Hoover, AL",Birmingham,AL,All Employees: Private Service Providing
