date,All Employees: Health Care: Hospitals,state,msa,city,title,id,frequency,seasonal_adjustment
1990-12-01,304.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1991-01-01,305.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1991-02-01,305.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1991-03-01,306.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1991-04-01,306.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1991-05-01,307,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1991-06-01,308.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1991-07-01,309,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1991-08-01,309.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1991-09-01,310.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1991-10-01,310.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1991-11-01,311.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1991-12-01,312.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1992-01-01,313,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1992-02-01,314.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1992-03-01,314.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1992-04-01,314.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1992-05-01,315.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1992-06-01,315.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1992-07-01,315.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1992-08-01,316.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1992-09-01,316.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1992-10-01,317.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1992-11-01,317.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1992-12-01,318.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1993-01-01,320.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1993-02-01,318.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1993-03-01,320.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1993-04-01,320.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1993-05-01,320.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1993-06-01,320.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1993-07-01,321.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1993-08-01,321.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1993-09-01,321.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1993-10-01,321.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1993-11-01,321.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1993-12-01,320.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1994-01-01,319.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1994-02-01,319.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1994-03-01,320.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1994-04-01,322.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1994-05-01,322.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1994-06-01,323,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1994-07-01,321.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1994-08-01,321.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1994-09-01,321.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1994-10-01,320.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1994-11-01,321,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1994-12-01,321.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1995-01-01,323,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1995-02-01,323.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1995-03-01,323.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1995-04-01,323.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1995-05-01,322.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1995-06-01,322.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1995-07-01,322.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1995-08-01,321.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1995-09-01,322,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1995-10-01,322.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1995-11-01,322.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1995-12-01,322.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1996-01-01,320.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1996-02-01,321.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1996-03-01,321.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1996-04-01,322.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1996-05-01,322.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1996-06-01,321.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1996-07-01,320,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1996-08-01,320.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1996-09-01,320.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1996-10-01,319.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1996-11-01,320,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1996-12-01,318.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1997-01-01,318.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1997-02-01,317.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1997-03-01,318.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1997-04-01,316.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1997-05-01,315.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1997-06-01,315.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1997-07-01,316.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1997-08-01,316.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1997-09-01,316.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1997-10-01,316.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1997-11-01,316.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1997-12-01,317,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1998-01-01,316.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1998-02-01,316.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1998-03-01,317.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1998-04-01,317,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1998-05-01,317.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1998-06-01,318.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1998-07-01,318.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1998-08-01,318.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1998-09-01,319,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1998-10-01,320,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1998-11-01,319.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1998-12-01,319.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1999-01-01,323.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1999-02-01,323.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1999-03-01,323.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1999-04-01,322.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1999-05-01,322.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1999-06-01,322.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1999-07-01,323.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1999-08-01,323,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1999-09-01,321.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1999-10-01,319.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1999-11-01,320.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1999-12-01,320.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
